"CommonName","Year","Count","CountPartyHour","PartyHours"
"American Black Duck",2012,162.5,3.65168539325843,44.5
"American Black Duck",2013,250,5.85823081429408,42.675
"American Black Duck",2014,315.5,6.00952380952381,52.5
"American Black Duck",2015,320,5.64622849580944,56.675
"American Black Duck",2016,142.5,5.09383378016086,27.975
"American Black Duck",2017,260.5,6.41309699655342,40.62
"American Black Duck",2018,217.5,5.65669700910273,38.45
"American Black Duck",2019,117,2.63128303159789,44.465
"American Black Duck",2020,98.5,1.72338378094655,57.155
"American Black Duck",2021,139,2.47330960854093,56.2
"American Crow",1971,134.5,3.63513513513514,37
"American Crow",1972,125.5,2.34579439252336,53.5
"American Crow",1973,137.5,3.05555555555556,45
"American Crow",1974,173,3.49494949494949,49.5
"American Crow",1975,105,2.83783783783784,37
"American Crow",1976,113.5,1.52861952861953,74.25
"American Crow",1977,222.5,3.11188811188811,71.5
"American Crow",1978,238,3.26027397260274,73
"American Crow",1979,204.5,2.79180887372014,73.25
"American Crow",1980,227,3.06756756756757,74
"American Crow",1981,234.5,2.92211838006231,80.25
"American Crow",1982,225,3.63489499192246,61.9
"American Crow",1983,131,1.80068728522337,72.75
"American Crow",1984,104,2.53658536585366,41
"American Crow",1985,253,6.93150684931507,36.5
"American Crow",1986,164,3.07981220657277,53.25
"American Crow",1987,181.5,4.97260273972603,36.5
"American Crow",1988,190.5,4.09677419354839,46.5
"American Crow",1989,142.5,4.75,30
"American Crow",1990,266.5,6.5,41
"American Crow",1991,222,4.72340425531915,47
"American Crow",1992,281.5,5.63,50
"American Crow",1993,183.5,4.07777777777778,45
"American Crow",1994,258.5,7.95384615384615,32.5
"American Crow",1995,272.5,7.67605633802817,35.5
"American Crow",1996,230,4.28904428904429,53.625
"American Crow",1997,277.5,5.4950495049505,50.5
"American Crow",1998,210,5.20123839009288,40.375
"American Crow",1999,345.5,11.1902834008097,30.875
"American Crow",2000,273,9.49565217391304,28.75
"American Crow",2001,170,5.3125,32
"American Crow",2002,249,5.97839135654262,41.65
"American Crow",2003,246.5,5.23076923076923,47.125
"American Crow",2004,167.5,5.77586206896552,29
"American Crow",2005,256,10.1386138613861,25.25
"American Crow",2006,338,6.54721549636804,51.625
"American Crow",2007,276.5,7.70731707317073,35.875
"American Crow",2008,339,11.3,30
"American Crow",2009,222,6.23157894736842,35.625
"American Crow",2010,290.5,6.29810298102981,46.125
"American Crow",2011,309.5,6.73924877517692,45.925
"American Crow",2012,257.5,5.78651685393258,44.5
"American Crow",2013,254.5,5.96367896895138,42.675
"American Crow",2014,368,7.00952380952381,52.5
"American Crow",2015,289,5.0992501102779,56.675
"American Crow",2016,177,6.32707774798928,27.975
"American Crow",2017,158.5,3.90201870999508,40.62
"American Crow",2018,266.5,6.93107932379714,38.45
"American Crow",2019,191.5,4.30675812436748,44.465
"American Crow",2020,314.5,5.50258070160091,57.155
"American Crow",2021,335,5.96085409252669,56.2
"American Goldfinch",1971,13.5,0.364864864864865,37
"American Goldfinch",1972,54.5,1.01869158878505,53.5
"American Goldfinch",1973,6,0.133333333333333,45
"American Goldfinch",1974,54.5,1.1010101010101,49.5
"American Goldfinch",1975,14.5,0.391891891891892,37
"American Goldfinch",1976,163,2.1952861952862,74.25
"American Goldfinch",1977,33.5,0.468531468531469,71.5
"American Goldfinch",1978,213,2.91780821917808,73
"American Goldfinch",1979,18,0.245733788395904,73.25
"American Goldfinch",1980,10.5,0.141891891891892,74
"American Goldfinch",1981,102.5,1.27725856697819,80.25
"American Goldfinch",1982,28.5,0.460420032310178,61.9
"American Goldfinch",1983,21.5,0.29553264604811,72.75
"American Goldfinch",1984,54.5,1.32926829268293,41
"American Goldfinch",1985,13,0.356164383561644,36.5
"American Goldfinch",1986,18.5,0.347417840375587,53.25
"American Goldfinch",1987,4,0.10958904109589,36.5
"American Goldfinch",1988,5,0.10752688172043,46.5
"American Goldfinch",1989,29.5,0.983333333333333,30
"American Goldfinch",1990,10,0.24390243902439,41
"American Goldfinch",1991,33,0.702127659574468,47
"American Goldfinch",1992,172,3.44,50
"American Goldfinch",1993,12,0.266666666666667,45
"American Goldfinch",1994,119,3.66153846153846,32.5
"American Goldfinch",1995,18,0.507042253521127,35.5
"American Goldfinch",1996,178,3.31934731934732,53.625
"American Goldfinch",1997,68,1.34653465346535,50.5
"American Goldfinch",1998,180,4.45820433436533,40.375
"American Goldfinch",1999,20,0.647773279352227,30.875
"American Goldfinch",2000,118,4.10434782608696,28.75
"American Goldfinch",2001,7,0.21875,32
"American Goldfinch",2002,44.5,1.06842737094838,41.65
"American Goldfinch",2003,16,0.339522546419098,47.125
"American Goldfinch",2004,72,2.48275862068966,29
"American Goldfinch",2005,44,1.74257425742574,25.25
"American Goldfinch",2006,92.5,1.79176755447942,51.625
"American Goldfinch",2007,21,0.585365853658537,35.875
"American Goldfinch",2008,75.5,2.51666666666667,30
"American Goldfinch",2009,147,4.12631578947368,35.625
"American Goldfinch",2010,47,1.0189701897019,46.125
"American Goldfinch",2011,175.5,3.82144801306478,45.925
"American Goldfinch",2012,11.5,0.258426966292135,44.5
"American Goldfinch",2013,103,2.41359109548916,42.675
"American Goldfinch",2014,30.5,0.580952380952381,52.5
"American Goldfinch",2015,128,2.25849139832378,56.675
"American Goldfinch",2016,107,3.8248436103664,27.975
"American Goldfinch",2017,70,1.7232890201871,40.62
"American Goldfinch",2018,52.5,1.36540962288687,38.45
"American Goldfinch",2019,83.5,1.87788147981559,44.465
"American Goldfinch",2020,30.5,0.533636602222028,57.155
"American Goldfinch",2021,117,2.08185053380783,56.2
"American Kestrel",1971,0,0,37
"American Kestrel",1972,0,0,53.5
"American Kestrel",1973,0,0,45
"American Kestrel",1974,0,0,49.5
"American Kestrel",1975,0,0,37
"American Kestrel",1976,0.5,0.00673400673400673,74.25
"American Kestrel",1977,0,0,71.5
"American Kestrel",1978,0,0,73
"American Kestrel",1979,0,0,73.25
"American Kestrel",1980,0.5,0.00675675675675676,74
"American Kestrel",1981,0,0,80.25
"American Kestrel",1982,0,0,61.9
"American Kestrel",1983,0,0,72.75
"American Kestrel",1984,0,0,41
"American Kestrel",1985,0.5,0.0136986301369863,36.5
"American Kestrel",1986,0,0,53.25
"American Kestrel",1987,0,0,36.5
"American Kestrel",1988,0,0,46.5
"American Kestrel",1989,0,0,30
"American Kestrel",1990,0,0,41
"American Kestrel",1991,0,0,47
"American Kestrel",1992,0,0,50
"American Kestrel",1993,0,0,45
"American Kestrel",1994,0,0,32.5
"American Kestrel",1995,0,0,35.5
"American Kestrel",1996,0,0,53.625
"American Kestrel",1997,0,0,50.5
"American Kestrel",1998,0,0,40.375
"American Kestrel",1999,0,0,30.875
"American Kestrel",2000,0,0,28.75
"American Kestrel",2001,0,0,32
"American Kestrel",2002,0,0,41.65
"American Kestrel",2003,0,0,47.125
"American Kestrel",2004,0,0,29
"American Kestrel",2005,0,0,25.25
"American Kestrel",2006,0,0,51.625
"American Kestrel",2007,0,0,35.875
"American Kestrel",2008,0,0,30
"American Kestrel",2009,0,0,35.625
"American Kestrel",2010,0,0,46.125
"American Kestrel",2011,0,0,45.925
"American Kestrel",2012,0,0,44.5
"American Kestrel",2013,0,0,42.675
"American Kestrel",2014,0,0,52.5
"American Kestrel",2015,0,0,56.675
"American Kestrel",2016,0,0,27.975
"American Kestrel",2017,0,0,40.62
"American Kestrel",2018,0,0,38.45
"American Kestrel",2019,0,0,44.465
"American Kestrel",2020,0,0,57.155
"American Kestrel",2021,0,0,56.2
"American Pipit",1971,0,0,37
"American Pipit",1972,0,0,53.5
"American Pipit",1973,0,0,45
"American Pipit",1974,0,0,49.5
"American Pipit",1975,0,0,37
"American Pipit",1976,0,0,74.25
"American Pipit",1977,0,0,71.5
"American Pipit",1978,0,0,73
"American Pipit",1979,0,0,73.25
"American Pipit",1980,0,0,74
"American Pipit",1981,0,0,80.25
"American Pipit",1982,0,0,61.9
"American Pipit",1983,0,0,72.75
"American Pipit",1984,0,0,41
"American Pipit",1985,0,0,36.5
"American Pipit",1986,0,0,53.25
"American Pipit",1987,0,0,36.5
"American Pipit",1988,0,0,46.5
"American Pipit",1989,0,0,30
"American Pipit",1990,0,0,41
"American Pipit",1991,0,0,47
"American Pipit",1992,0,0,50
"American Pipit",1993,0,0,45
"American Pipit",1994,0,0,32.5
"American Pipit",1995,0,0,35.5
"American Pipit",1996,0,0,53.625
"American Pipit",1997,0,0,50.5
"American Pipit",1998,0,0,40.375
"American Pipit",1999,0,0,30.875
"American Pipit",2000,0,0,28.75
"American Pipit",2002,0,0,41.65
"American Pipit",2003,0,0,47.125
"American Pipit",2004,0,0,29
"American Pipit",2005,0,0,25.25
"American Pipit",2006,0,0,51.625
"American Pipit",2007,0,0,35.875
"American Pipit",2008,0,0,30
"American Pipit",2009,0,0,35.625
"American Pipit",2010,0,0,46.125
"American Pipit",2011,0,0,45.925
"American Pipit",2012,0,0,44.5
"American Pipit",2013,0,0,42.675
"American Pipit",2014,0,0,52.5
"American Pipit",2015,0,0,56.675
"American Pipit",2016,0,0,27.975
"American Pipit",2017,1,0.0246184145741014,40.62
"American Pipit",2018,0,0,38.45
"American Pipit",2019,0,0,44.465
"American Pipit",2020,0,0,57.155
"American Pipit",2001,0,0,32
"American Pipit",2021,0,0,56.2
"American Robin",1971,56,1.51351351351351,37
"American Robin",1972,2,0.0373831775700935,53.5
"American Robin",1973,48,1.06666666666667,45
"American Robin",1974,4.5,0.0909090909090909,49.5
"American Robin",1975,5,0.135135135135135,37
"American Robin",1976,36,0.484848484848485,74.25
"American Robin",1977,7,0.0979020979020979,71.5
"American Robin",1978,4.5,0.0616438356164384,73
"American Robin",1979,6.5,0.0887372013651877,73.25
"American Robin",1980,10,0.135135135135135,74
"American Robin",1981,7.5,0.0934579439252336,80.25
"American Robin",1982,1.5,0.024232633279483,61.9
"American Robin",1983,5.5,0.0756013745704467,72.75
"American Robin",1984,5.5,0.134146341463415,41
"American Robin",1985,13,0.356164383561644,36.5
"American Robin",1986,1.5,0.028169014084507,53.25
"American Robin",1987,2,0.0547945205479452,36.5
"American Robin",1988,7.5,0.161290322580645,46.5
"American Robin",1989,7.5,0.25,30
"American Robin",1990,2.5,0.0609756097560976,41
"American Robin",1991,0.5,0.0106382978723404,47
"American Robin",1992,8.5,0.17,50
"American Robin",1993,4,0.0888888888888889,45
"American Robin",1994,18,0.553846153846154,32.5
"American Robin",1995,11,0.309859154929577,35.5
"American Robin",1996,2.5,0.0466200466200466,53.625
"American Robin",1997,4,0.0792079207920792,50.5
"American Robin",1998,35,0.86687306501548,40.375
"American Robin",1999,4.5,0.145748987854251,30.875
"American Robin",2000,39.5,1.37391304347826,28.75
"American Robin",2001,7,0.21875,32
"American Robin",2002,16.5,0.396158463385354,41.65
"American Robin",2003,6,0.127320954907162,47.125
"American Robin",2004,0,0,29
"American Robin",2005,7,0.277227722772277,25.25
"American Robin",2006,0.5,0.00968523002421308,51.625
"American Robin",2007,4,0.111498257839721,35.875
"American Robin",2008,3,0.1,30
"American Robin",2009,3.5,0.0982456140350877,35.625
"American Robin",2010,2,0.043360433604336,46.125
"American Robin",2011,1,0.0217746325530757,45.925
"American Robin",2012,10,0.224719101123595,44.5
"American Robin",2013,1,0.0234329232571763,42.675
"American Robin",2014,6,0.114285714285714,52.5
"American Robin",2015,0,0,56.675
"American Robin",2016,71,2.53798033958892,27.975
"American Robin",2017,1.5,0.0369276218611521,40.62
"American Robin",2018,7.5,0.195058517555267,38.45
"American Robin",2019,10.5,0.23614078488699,44.465
"American Robin",2020,37.5,0.656110576502493,57.155
"American Robin",2021,46.5,0.827402135231317,56.2
"American Tree Sparrow",1971,80.5,2.17567567567568,37
"American Tree Sparrow",1972,74,1.38317757009346,53.5
"American Tree Sparrow",1973,70,1.55555555555556,45
"American Tree Sparrow",1974,90,1.81818181818182,49.5
"American Tree Sparrow",1975,36,0.972972972972973,37
"American Tree Sparrow",1976,61,0.821548821548822,74.25
"American Tree Sparrow",1977,54.5,0.762237762237762,71.5
"American Tree Sparrow",1978,26.5,0.363013698630137,73
"American Tree Sparrow",1979,40,0.546075085324232,73.25
"American Tree Sparrow",1980,48.5,0.655405405405405,74
"American Tree Sparrow",1981,62.5,0.778816199376947,80.25
"American Tree Sparrow",1982,49,0.791599353796446,61.9
"American Tree Sparrow",1983,36,0.494845360824742,72.75
"American Tree Sparrow",1984,26,0.634146341463415,41
"American Tree Sparrow",1985,65,1.78082191780822,36.5
"American Tree Sparrow",1986,28.5,0.535211267605634,53.25
"American Tree Sparrow",1987,25.5,0.698630136986301,36.5
"American Tree Sparrow",1988,17,0.365591397849462,46.5
"American Tree Sparrow",1989,28,0.933333333333333,30
"American Tree Sparrow",1990,22.5,0.548780487804878,41
"American Tree Sparrow",1991,18,0.382978723404255,47
"American Tree Sparrow",1992,16.5,0.33,50
"American Tree Sparrow",1993,16,0.355555555555556,45
"American Tree Sparrow",1994,27,0.830769230769231,32.5
"American Tree Sparrow",1995,8.5,0.23943661971831,35.5
"American Tree Sparrow",1996,11.5,0.214452214452214,53.625
"American Tree Sparrow",1997,22,0.435643564356436,50.5
"American Tree Sparrow",1998,41.5,1.02786377708978,40.375
"American Tree Sparrow",1999,7,0.226720647773279,30.875
"American Tree Sparrow",2000,6.5,0.226086956521739,28.75
"American Tree Sparrow",2001,7,0.21875,32
"American Tree Sparrow",2002,18,0.432172869147659,41.65
"American Tree Sparrow",2003,22.5,0.477453580901857,47.125
"American Tree Sparrow",2004,6.5,0.224137931034483,29
"American Tree Sparrow",2005,23,0.910891089108911,25.25
"American Tree Sparrow",2006,17.5,0.338983050847458,51.625
"American Tree Sparrow",2007,11.5,0.320557491289199,35.875
"American Tree Sparrow",2008,13,0.433333333333333,30
"American Tree Sparrow",2009,18.5,0.519298245614035,35.625
"American Tree Sparrow",2010,2,0.043360433604336,46.125
"American Tree Sparrow",2011,5,0.108873162765378,45.925
"American Tree Sparrow",2012,6.5,0.146067415730337,44.5
"American Tree Sparrow",2013,14.5,0.339777387229057,42.675
"American Tree Sparrow",2014,7,0.133333333333333,52.5
"American Tree Sparrow",2015,9,0.158800176444641,56.675
"American Tree Sparrow",2016,10,0.357462019660411,27.975
"American Tree Sparrow",2017,4.5,0.110782865583456,40.62
"American Tree Sparrow",2018,6.5,0.169050715214564,38.45
"American Tree Sparrow",2019,5,0.112447992803328,44.465
"American Tree Sparrow",2020,7,0.122473974280465,57.155
"American Tree Sparrow",2021,6.5,0.115658362989324,56.2
"American Wigeon",1971,0,0,37
"American Wigeon",1972,0,0,53.5
"American Wigeon",1973,0,0,45
"American Wigeon",1974,0,0,49.5
"American Wigeon",1975,0,0,37
"American Wigeon",1976,0,0,74.25
"American Wigeon",1977,0,0,71.5
"American Wigeon",1978,0,0,73
"American Wigeon",1979,0,0,73.25
"American Wigeon",1980,0,0,74
"American Wigeon",1981,0,0,80.25
"American Wigeon",1982,0,0,61.9
"American Wigeon",1983,0,0,72.75
"American Wigeon",1984,0,0,41
"American Wigeon",1985,0,0,36.5
"American Wigeon",1986,0,0,53.25
"American Wigeon",1987,0,0,36.5
"American Wigeon",1988,0,0,46.5
"American Wigeon",1989,0,0,30
"American Wigeon",1990,0,0,41
"American Wigeon",1991,0,0,47
"American Wigeon",1992,0,0,50
"American Wigeon",1993,0,0,45
"American Wigeon",1994,0,0,32.5
"American Wigeon",1995,0,0,35.5
"American Wigeon",1996,0,0,53.625
"American Wigeon",1997,0,0,50.5
"American Wigeon",1998,0,0,40.375
"American Wigeon",1999,0,0,30.875
"American Wigeon",2000,0,0,28.75
"American Wigeon",2002,0,0,41.65
"American Wigeon",2003,0,0,47.125
"American Wigeon",2004,0,0,29
"American Wigeon",2005,0,0,25.25
"American Wigeon",2006,0,0,51.625
"American Wigeon",2007,0,0,35.875
"American Wigeon",2008,0,0,30
"American Wigeon",2009,0,0,35.625
"American Wigeon",2010,0,0,46.125
"American Wigeon",2011,1,0.0217746325530757,45.925
"American Wigeon",2012,9,0.202247191011236,44.5
"American Wigeon",2013,0,0,42.675
"American Wigeon",2014,2,0.0380952380952381,52.5
"American Wigeon",2015,1,0.0176444640494045,56.675
"American Wigeon",2016,1,0.0357462019660411,27.975
"American Wigeon",2017,0,0,40.62
"American Wigeon",2018,0,0,38.45
"American Wigeon",2019,0,0,44.465
"American Wigeon",2020,2,0.034992564080133,57.155
"American Wigeon",2021,1,0.0177935943060498,56.2
"American Wigeon",2001,0,0,32
"Bald Eagle",1971,3.5,0.0945945945945946,37
"Bald Eagle",1972,3,0.0560747663551402,53.5
"Bald Eagle",1973,0.5,0.0111111111111111,45
"Bald Eagle",1974,5,0.101010101010101,49.5
"Bald Eagle",1975,4,0.108108108108108,37
"Bald Eagle",1976,1.5,0.0202020202020202,74.25
"Bald Eagle",1977,3.5,0.048951048951049,71.5
"Bald Eagle",1978,2.5,0.0342465753424658,73
"Bald Eagle",1979,4.5,0.0614334470989761,73.25
"Bald Eagle",1980,5,0.0675675675675676,74
"Bald Eagle",1981,8.5,0.105919003115265,80.25
"Bald Eagle",1982,4,0.0646203554119548,61.9
"Bald Eagle",1983,4.5,0.0618556701030928,72.75
"Bald Eagle",1984,2,0.0487804878048781,41
"Bald Eagle",1985,2.5,0.0684931506849315,36.5
"Bald Eagle",1986,4.5,0.0845070422535211,53.25
"Bald Eagle",1987,6.5,0.178082191780822,36.5
"Bald Eagle",1988,3.5,0.0752688172043011,46.5
"Bald Eagle",1989,3.5,0.116666666666667,30
"Bald Eagle",1990,5.5,0.134146341463415,41
"Bald Eagle",1991,1.5,0.0319148936170213,47
"Bald Eagle",1992,3,0.06,50
"Bald Eagle",1993,5,0.111111111111111,45
"Bald Eagle",1994,5.5,0.169230769230769,32.5
"Bald Eagle",1995,5.5,0.154929577464789,35.5
"Bald Eagle",1996,8.5,0.158508158508158,53.625
"Bald Eagle",1997,6,0.118811881188119,50.5
"Bald Eagle",1998,11,0.272445820433437,40.375
"Bald Eagle",1999,8.5,0.275303643724696,30.875
"Bald Eagle",2000,8.5,0.295652173913043,28.75
"Bald Eagle",2001,10,0.3125,32
"Bald Eagle",2002,7,0.168067226890756,41.65
"Bald Eagle",2003,12.5,0.26525198938992,47.125
"Bald Eagle",2004,9.5,0.327586206896552,29
"Bald Eagle",2005,8.5,0.336633663366337,25.25
"Bald Eagle",2006,10.5,0.203389830508475,51.625
"Bald Eagle",2007,10,0.278745644599303,35.875
"Bald Eagle",2008,13,0.433333333333333,30
"Bald Eagle",2009,10.5,0.294736842105263,35.625
"Bald Eagle",2010,8.5,0.184281842818428,46.125
"Bald Eagle",2011,15.5,0.337506804572673,45.925
"Bald Eagle",2012,14.5,0.325842696629214,44.5
"Bald Eagle",2013,7,0.164030462800234,42.675
"Bald Eagle",2014,17.5,0.333333333333333,52.5
"Bald Eagle",2015,10,0.176444640494045,56.675
"Bald Eagle",2016,6,0.214477211796247,27.975
"Bald Eagle",2017,9,0.221565731166913,40.62
"Bald Eagle",2018,11,0.286085825747724,38.45
"Bald Eagle",2019,7.5,0.168671989204993,44.465
"Bald Eagle",2020,11.5,0.201207243460765,57.155
"Bald Eagle",2021,10.5,0.186832740213523,56.2
"Baltimore Oriole",1971,0.5,0.0135135135135135,37
"Baltimore Oriole",1972,0.5,0.00934579439252336,53.5
"Baltimore Oriole",1973,0.5,0.0111111111111111,45
"Baltimore Oriole",1974,0,0,49.5
"Baltimore Oriole",1975,0.5,0.0135135135135135,37
"Baltimore Oriole",1976,0.5,0.00673400673400673,74.25
"Baltimore Oriole",1977,0,0,71.5
"Baltimore Oriole",1978,0.5,0.00684931506849315,73
"Baltimore Oriole",1979,0,0,73.25
"Baltimore Oriole",1980,0,0,74
"Baltimore Oriole",1981,0,0,80.25
"Baltimore Oriole",1982,0,0,61.9
"Baltimore Oriole",1983,0,0,72.75
"Baltimore Oriole",1984,0,0,41
"Baltimore Oriole",1985,0,0,36.5
"Baltimore Oriole",1986,0,0,53.25
"Baltimore Oriole",1987,0,0,36.5
"Baltimore Oriole",1988,0,0,46.5
"Baltimore Oriole",1989,0,0,30
"Baltimore Oriole",1990,0,0,41
"Baltimore Oriole",1991,0,0,47
"Baltimore Oriole",1992,1,0.02,50
"Baltimore Oriole",1993,0,0,45
"Baltimore Oriole",1994,0,0,32.5
"Baltimore Oriole",1995,1,0.028169014084507,35.5
"Baltimore Oriole",1996,0,0,53.625
"Baltimore Oriole",1997,0,0,50.5
"Baltimore Oriole",1998,0,0,40.375
"Baltimore Oriole",1999,0,0,30.875
"Baltimore Oriole",2000,0,0,28.75
"Baltimore Oriole",2001,0,0,32
"Baltimore Oriole",2002,0,0,41.65
"Baltimore Oriole",2003,0,0,47.125
"Baltimore Oriole",2004,0,0,29
"Baltimore Oriole",2005,1,0.0396039603960396,25.25
"Baltimore Oriole",2006,0,0,51.625
"Baltimore Oriole",2007,0,0,35.875
"Baltimore Oriole",2008,0,0,30
"Baltimore Oriole",2009,0,0,35.625
"Baltimore Oriole",2010,0,0,46.125
"Baltimore Oriole",2011,0,0,45.925
"Baltimore Oriole",2012,0,0,44.5
"Baltimore Oriole",2013,0,0,42.675
"Baltimore Oriole",2014,1,0.019047619047619,52.5
"Baltimore Oriole",2015,0,0,56.675
"Baltimore Oriole",2016,0,0,27.975
"Baltimore Oriole",2017,0,0,40.62
"Baltimore Oriole",2018,0,0,38.45
"Baltimore Oriole",2019,0,0,44.465
"Baltimore Oriole",2020,0,0,57.155
"Baltimore Oriole",2021,0,0,56.2
"Barred Owl",1971,0,0,37
"Barred Owl",1972,0,0,53.5
"Barred Owl",1973,0.5,0.0111111111111111,45
"Barred Owl",1974,0,0,49.5
"Barred Owl",1975,0,0,37
"Barred Owl",1976,0,0,74.25
"Barred Owl",1977,0,0,71.5
"Barred Owl",1978,0,0,73
"Barred Owl",1979,0,0,73.25
"Barred Owl",1980,0,0,74
"Barred Owl",1981,0.5,0.00623052959501558,80.25
"Barred Owl",1982,0,0,61.9
"Barred Owl",1983,0,0,72.75
"Barred Owl",1984,0,0,41
"Barred Owl",1985,1,0.0273972602739726,36.5
"Barred Owl",1986,0,0,53.25
"Barred Owl",1987,0,0,36.5
"Barred Owl",1988,0,0,46.5
"Barred Owl",1989,0,0,30
"Barred Owl",1990,0,0,41
"Barred Owl",1991,0,0,47
"Barred Owl",1992,0,0,50
"Barred Owl",1993,0,0,45
"Barred Owl",1994,0,0,32.5
"Barred Owl",1995,0,0,35.5
"Barred Owl",1996,0,0,53.625
"Barred Owl",1997,0,0,50.5
"Barred Owl",1998,0,0,40.375
"Barred Owl",1999,1,0.0323886639676113,30.875
"Barred Owl",2000,0,0,28.75
"Barred Owl",2001,0,0,32
"Barred Owl",2002,0.5,0.0120048019207683,41.65
"Barred Owl",2003,0,0,47.125
"Barred Owl",2004,0,0,29
"Barred Owl",2005,0,0,25.25
"Barred Owl",2006,0,0,51.625
"Barred Owl",2007,0.5,0.0139372822299652,35.875
"Barred Owl",2008,0,0,30
"Barred Owl",2009,1,0.0280701754385965,35.625
"Barred Owl",2010,0,0,46.125
"Barred Owl",2011,0,0,45.925
"Barred Owl",2012,0.5,0.0112359550561798,44.5
"Barred Owl",2013,0,0,42.675
"Barred Owl",2014,0.5,0.00952380952380952,52.5
"Barred Owl",2015,0,0,56.675
"Barred Owl",2016,0,0,27.975
"Barred Owl",2017,0.5,0.0123092072870507,40.62
"Barred Owl",2018,1,0.0260078023407022,38.45
"Barred Owl",2019,0,0,44.465
"Barred Owl",2020,1,0.0174962820400665,57.155
"Barred Owl",2021,0,0,56.2
"Barrow's Goldeneye",1971,1.5,0.0405405405405405,37
"Barrow's Goldeneye",1972,8.5,0.158878504672897,53.5
"Barrow's Goldeneye",1973,0,0,45
"Barrow's Goldeneye",1974,10.5,0.212121212121212,49.5
"Barrow's Goldeneye",1975,0,0,37
"Barrow's Goldeneye",1976,0,0,74.25
"Barrow's Goldeneye",1977,3,0.041958041958042,71.5
"Barrow's Goldeneye",1978,0,0,73
"Barrow's Goldeneye",1979,6.5,0.0887372013651877,73.25
"Barrow's Goldeneye",1980,6.5,0.0878378378378378,74
"Barrow's Goldeneye",1981,3.5,0.043613707165109,80.25
"Barrow's Goldeneye",1982,1,0.0161550888529887,61.9
"Barrow's Goldeneye",1983,1,0.013745704467354,72.75
"Barrow's Goldeneye",1984,3.5,0.0853658536585366,41
"Barrow's Goldeneye",1985,2.5,0.0684931506849315,36.5
"Barrow's Goldeneye",1986,4,0.0751173708920188,53.25
"Barrow's Goldeneye",1987,2.5,0.0684931506849315,36.5
"Barrow's Goldeneye",1988,2.5,0.0537634408602151,46.5
"Barrow's Goldeneye",1989,1,0.0333333333333333,30
"Barrow's Goldeneye",1990,0.5,0.0121951219512195,41
"Barrow's Goldeneye",1991,2,0.0425531914893617,47
"Barrow's Goldeneye",1992,4,0.08,50
"Barrow's Goldeneye",1993,2.5,0.0555555555555556,45
"Barrow's Goldeneye",1994,0,0,32.5
"Barrow's Goldeneye",1995,2,0.0563380281690141,35.5
"Barrow's Goldeneye",1996,0,0,53.625
"Barrow's Goldeneye",1997,1,0.0198019801980198,50.5
"Barrow's Goldeneye",1998,0,0,40.375
"Barrow's Goldeneye",1999,0,0,30.875
"Barrow's Goldeneye",2000,1,0.0347826086956522,28.75
"Barrow's Goldeneye",2001,0,0,32
"Barrow's Goldeneye",2002,0,0,41.65
"Barrow's Goldeneye",2003,0,0,47.125
"Barrow's Goldeneye",2004,1,0.0344827586206897,29
"Barrow's Goldeneye",2005,3,0.118811881188119,25.25
"Barrow's Goldeneye",2006,0,0,51.625
"Barrow's Goldeneye",2007,0,0,35.875
"Barrow's Goldeneye",2008,0,0,30
